id,text,source,word_count,dialect
SASAK_SENT_001329,"Lamun Bije Manusie rauh eraq, keadaanne pade maraq jaman Nuh laeq.",alkitab_sasak_Mat_24_37,11,general
SASAK_SENT_001330,"Leq jelo-jelo sendeqman belabur beleq nike, dengan-dengan bekelor, nginem dait merariq.",alkitab_sasak_Mat_24_38,11,general
SASAK_SENT_001331,Tetep maraq nike jangke waktune Nuh tame ojok dalem kapalne.,alkitab_sasak_Mat_24_38,10,general
SASAK_SENT_001332,"Sewaktu ie pade selapuq tetimpe siq belabur nike, baruq ie pade sadar napi saq kenyeke ie pade alamin.",alkitab_sasak_Mat_24_39,18,general
SASAK_SENT_001333,Maraq nike endah keadaanne eraq lamun Bije Manusie nike rauh.,alkitab_sasak_Mat_24_39,10,general
SASAK_SENT_001334,"Leq waktu nike, lamun araq due dengan kenyeke begawean leq lendang: Saq sopoqne gen tejauq dait saq sopoqne malik teadeqang.",alkitab_sasak_Mat_24_40,20,general
SASAK_SENT_001335,"Lamun due dengan nine kenyeke nujaq gandum: Saq sopoqne gen tejauq, dait saq sopoqne malik gen teadeqang.",alkitab_sasak_Mat_24_41,17,general
SASAK_SENT_001336,"Jari, pade siep sedie, sengaq side pade ndeq nenaoq piran Tuhande rauh.",alkitab_sasak_Mat_24_42,12,general
SASAK_SENT_001337,Ingetang hal niki!,alkitab_sasak_Mat_24_43,3,general
SASAK_SENT_001338,"Lamun epen bale nenaoq jam pire leq waktu kemalem maling gen dateng, pasti ie ndeq gen mesare adeq maling nike ndeq tame ojok balene.",alkitab_sasak_Mat_24_43,24,general
SASAK_SENT_001339,"Keranaq nike, side pade endah harus tetep siep sedie.",alkitab_sasak_Mat_24_44,9,general
SASAK_SENT_001340,"Sengaq Bije Manusie gen rauh leq waktu saq side pade ndeq badeq.""",alkitab_sasak_Mat_24_44,12,general
SASAK_SENT_001341,"Deside Isa bemanik malik, ""Lamun maraq nike, sai pelayan saq setie dait bijaksane, saq teangkat siq majikanne jari kepale tipaq pelayan-pelayan lain, adeq ie ngebeng ie pade bekelor leq waktune?",alkitab_sasak_Mat_24_45,30,general
SASAK_SENT_001342,Bahagie gati pelayan saq tedait kenyeke ngelaksaneang tugasne waktu majikanne tulak.,alkitab_sasak_Mat_24_46,11,general
SASAK_SENT_001343,Tiang badaq side: Setetune pelayan nike gen tesaduq siq majikanne jari jagaq selapuq dowene.,alkitab_sasak_Mat_24_47,14,general
SASAK_SENT_001344,"Laguq lamun pelayan nike jahat, ie gen bebase leq dalem angenne,",alkitab_sasak_Mat_24_48,11,general
SASAK_SENT_001345,"'Majikan tiang masih ngoneq tulak,' terus ie mulai ngempuk pelayan-pelayan saq lain, sesampun nike ie bekelor dait nginem kance dengan-dengan saq girang bowos.",alkitab_sasak_Mat_24_49,23,general
SASAK_SENT_001346,Beterus majikanne tulak leq jelo dait jam saq ndeq ie badeq.,alkitab_sasak_Mat_24_50,11,general
SASAK_SENT_001347,"Make pelayan nike gen tesiksaq jangke mate siq majikanne, terus teteteh ojok taoq dengan-dengan munapik.",alkitab_sasak_Mat_24_51,15,general
SASAK_SENT_001348,"Ie pade gen nangis dait menderite leq derike.""",alkitab_sasak_Mat_24_51,8,general
SASAK_SENT_001349,"""Hal Kerajaan Sorge, keadaanne maraq perumpamean niki: Sepulu dedare pengiring penganten pade bait dilahne mesaq, beterus ie pade lumbar nyambut penganten mame.",alkitab_sasak_Mat_25_1,22,general
SASAK_SENT_001350,"Lime leq antare ie pade bodo, dait lime saq lainne bijaksane.",alkitab_sasak_Mat_25_2,11,general
SASAK_SENT_001351,"Kelime dedare saq bodo nike jauq dilahne, laguq ndeq jauq cadangan minyak.",alkitab_sasak_Mat_25_3,12,general
SASAK_SENT_001352,Kelime dedare saq bijaksane jauq dilah dait cadangan minyak.,alkitab_sasak_Mat_25_4,9,general
SASAK_SENT_001353,"Penganten mame nike telat dateng, jari dedare-dedare nike ngantok terus ketindoqan.",alkitab_sasak_Mat_25_5,11,general
SASAK_SENT_001354,"Tengaq kelem, baruq kedengahan suare dengan bekuih, 'Penganten mame dateng!",alkitab_sasak_Mat_25_6,10,general
SASAK_SENT_001355,Silaq sambut ie!',alkitab_sasak_Mat_25_6,3,general
SASAK_SENT_001356,"Kesepulu dedare nike ures, terus ie pade penyalaq dilahne.",alkitab_sasak_Mat_25_7,9,general
SASAK_SENT_001357,"Dedare-dedare saq bodo nike bebase leq dedare-dedare saq bijaksane, 'Beng tiang pade sekediq minyakde, sengaq dilah tiang pade gen pedaq.'",alkitab_sasak_Mat_25_8,20,general
SASAK_SENT_001358,"'Ndeq bau!' jawab dedare-dedare saq bijaksane nike, 'sengaq laun tiang pade endah kurangan minyak.",alkitab_sasak_Mat_25_9,14,general
SASAK_SENT_001359,Solahan side lumbar ojok dagang minyak dait beli leq derike.',alkitab_sasak_Mat_25_9,10,general
SASAK_SENT_001360,Beterus kelime dedare saq bodo nike lumbar beli minyak.,alkitab_sasak_Mat_25_10,9,general
SASAK_SENT_001361,"Leq waktu ie pade lumbar beli minyak, penganten mame nike dateng.",alkitab_sasak_Mat_25_10,11,general
SASAK_SENT_001362,"Kelime dedare saq bijaksane nike tame ojok taoq gawe bareng kance penganten mame nike, dait lawangne teimpet!",alkitab_sasak_Mat_25_10,17,general
SASAK_SENT_001363,Beterus dedare-dedare saq lainne nike dateng.,alkitab_sasak_Mat_25_11,6,general
SASAK_SENT_001364,"Ie pade bekuih, 'Paq!",alkitab_sasak_Mat_25_11,4,general
SASAK_SENT_001365,Tulung bukaqang tiang pade lawang.',alkitab_sasak_Mat_25_11,5,general
SASAK_SENT_001366,"Laguq jawab penganten mame nike, 'Tiang ndeq kenal side pade!'""",alkitab_sasak_Mat_25_12,10,general
SASAK_SENT_001367,"Make Deside Isa tutuqang perumpamean nike dait bemanik, ""Keranaq nike pade siep sedie, sengaq side ndeq nenaoq piran jelo dait jamne.""",alkitab_sasak_Mat_25_13,21,general
SASAK_SENT_001368,"""Hal Kerajaan Sorge nike maraq perumpamean niki: Araq sopoq majikan gen lumbar ojok negeri saq jaoq.",alkitab_sasak_Mat_25_14,16,general
SASAK_SENT_001369,"Majikan nike ngempoh pelayan-pelayanne, terus ie pade tepercaye jagaq dowenne.",alkitab_sasak_Mat_25_14,10,general
SASAK_SENT_001370,Sebilang pelayan tebeng kepeng siq majikanne menurut kemampuanne sopoq-sopoq.,alkitab_sasak_Mat_25_15,9,general
SASAK_SENT_001371,"Pelayan saq sopoq bengne lime iyu kepeng emas, sopoqne malik bengne due iyu kepeng emas.",alkitab_sasak_Mat_25_15,15,general
SASAK_SENT_001372,Dait sopoqne malik bengne siyu kepeng emas.,alkitab_sasak_Mat_25_15,7,general
SASAK_SENT_001373,Terus majikan nike berangkat.,alkitab_sasak_Mat_25_15,4,general
SASAK_SENT_001374,"Pelayan saq nerimaq lime iyu kepeng emas nike langsung lumbar bedagang, terus ie mauq bati lime iyu kepeng emas malik.",alkitab_sasak_Mat_25_16,20,general
SASAK_SENT_001375,"Maraq nike endah pelayan saq nerimaq due iyu kepeng emas nike, mauq bati due iyu kepeng emas malik.",alkitab_sasak_Mat_25_17,18,general
SASAK_SENT_001376,"Laguq pelayan saq nerimaq siyu kepeng emas nike lumbar kaliq longkak leq tanaq, terus seboqne kepeng majikanne leq derike.",alkitab_sasak_Mat_25_18,19,general
SASAK_SENT_001377,"Ngoneq gati baruq majikanne tulak, dait mulai berekengan kance pelayan-pelayanne.",alkitab_sasak_Mat_25_19,10,general
SASAK_SENT_001378,"Pelayan saq nerimaq lime iyu kepeng emas nike dateng, terus ie serahang sepulu iyu kepeng emas, dait bebase, 'Paq, pelungguh ngebeng tiang lime iyu kepeng emas.",alkitab_sasak_Mat_25_20,26,general
SASAK_SENT_001379,"Mangkin silaq sereminang, tiang mauq bati lime iyu malik.'",alkitab_sasak_Mat_25_20,9,general
SASAK_SENT_001380,"'Bagus,' basen majikan nike, 'side pelayan saq bagus dait setie.",alkitab_sasak_Mat_25_21,10,general
SASAK_SENT_001381,"Sengaq side bau tepercaye leq hal saq sekediq, tiang gen percayeang hal saq luweqan malik leq side.",alkitab_sasak_Mat_25_21,17,general
SASAK_SENT_001382,"Silaq tame, milu beseneng-seneng kance tiang!'",alkitab_sasak_Mat_25_21,6,general
SASAK_SENT_001383,"Terus pelayan saq nerimaq due iyu kepeng emas nike dateng, dait matur, 'Bapaq ngebeng tiang due iyu kepeng emas.",alkitab_sasak_Mat_25_22,19,general
SASAK_SENT_001384,"Mangkin silaq sereminang, tiang mauq bati due iyu malik.'",alkitab_sasak_Mat_25_22,9,general
SASAK_SENT_001385,"Sengaq side bau tepercaye leq hal saq sekediq, make gen tiang percayeang leq side hal-hal saq luweqan malik.",alkitab_sasak_Mat_25_23,18,general
SASAK_SENT_001386,"Beterus dateng endah pelayan saq nerimaq siyu kepeng emas nike, dait bebase, 'Paq, tiang taoq pelungguh dengan saq kejem.",alkitab_sasak_Mat_25_24,19,general
SASAK_SENT_001387,"Pelungguh mataq leq taoq saq nenten pelungguh sawur bineq, dait bait hasil leq taoq saq nenten pelungguh talet mesaq.",alkitab_sasak_Mat_25_24,19,general
SASAK_SENT_001388,"Tiang takut, jari tiang lalo seboq kepeng pelungguh leq dalem tanaq.",alkitab_sasak_Mat_25_25,11,general
SASAK_SENT_001389,Niki kepeng pelungguh nike.',alkitab_sasak_Mat_25_25,4,general
SASAK_SENT_001390,'Side pelayan saq jahat dait mayus!' basen majikan nike.,alkitab_sasak_Mat_25_26,9,general
SASAK_SENT_001391,"'Tekan side nenaoq bahwe tiang mataq leq taoq saq ndeq uwah tiang sawur bineq, dait bait hasil leq taoq saq ndeq uwah tiang talet mesaq?",alkitab_sasak_Mat_25_26,25,general
SASAK_SENT_001392,"Seharusne side serahang kepeng tiang nike ojok dengan saq ngelampaqang kepeng, adeq leq waktu tiang tulak, tiang bau bait malik kepeng tiang nike bareng rentenne.",alkitab_sasak_Mat_25_27,25,general
SASAK_SENT_001393,"Keranaq nike, bait kepeng nike leman ie, terus beng pelayan saq bedowe sepulu iyu kepeng emas nike.",alkitab_sasak_Mat_25_28,17,general
SASAK_SENT_001394,"Sengaq sebilang dengan saq sampun bedowe gen teican luweqan malik, dait ie gen bekelimpahan.",alkitab_sasak_Mat_25_29,14,general
SASAK_SENT_001395,"Laguq dengan saq ndeq bedowe napi-napi, napi juaq saq araq leq ie gen tebait.",alkitab_sasak_Mat_25_29,14,general
SASAK_SENT_001396,"Dait pelayan saq ndeq araq manpaatne nike, teteteh ojok taoq saq peteng dedet leq luah.",alkitab_sasak_Mat_25_30,15,general
SASAK_SENT_001397,"Leq derike ie gen nangis dait menderite!'""",alkitab_sasak_Mat_25_30,7,general
SASAK_SENT_001398,"""Lamun Bije Manusie rauh dalem kemuliean-Ne teiring siq selapuq malaekat-Ne, Ie gen melinggih leq atas tahte-Ne saq mulie.",alkitab_sasak_Mat_25_31,18,general
SASAK_SENT_001399,Selapuq bangse gen tekumpulang leq arepan-Ne.,alkitab_sasak_Mat_25_32,6,general
SASAK_SENT_001400,"Terus Ie gen kelin dengan-dengan nike jari due kelompoq, pade maraq pangarat saq kelin dombe kance bembeq.",alkitab_sasak_Mat_25_32,17,general
SASAK_SENT_001401,"Dait Ie gen toloq dombe-dombe leq sedi kanan-Ne, bembeq-bembeq leq sedi kiri-Ne.",alkitab_sasak_Mat_25_33,12,general
SASAK_SENT_001402,"Beterus Raje nike gen bebase leq dengan-dengan saq leq sedi kanan-Ne, 'Side pade saq teberkahin siq Bapa Tiang, silaq tame ojok Kerajaan saq sampun tesiepang umaq side leman dunie tecipteang.",alkitab_sasak_Mat_25_34,30,general
SASAK_SENT_001403,"Sengaq waktu Tiang seduk, side pade beng Tiang bekelor, dait waktu Tiang bedak, side pade beng Tiang nginem.",alkitab_sasak_Mat_25_35,18,general
SASAK_SENT_001404,"Sewaktu Tiang jari dengan pendateng, side pade beng Tiang nyodoq leq balende.",alkitab_sasak_Mat_25_35,12,general
SASAK_SENT_001405,"Sewaktu Tiang ndeq bekelambi, side pade beng Tiang kelambi.",alkitab_sasak_Mat_25_36,9,general
SASAK_SENT_001406,"Sewaktu Tiang sakit, side pade ngerawat Tiang.",alkitab_sasak_Mat_25_36,7,general
SASAK_SENT_001407,"Sewaktu Tiang tebui, side pade tulung Tiang.'",alkitab_sasak_Mat_25_36,7,general
SASAK_SENT_001408,"Beterus dengan-dengan soleh nike matur, 'Junjungan Saq Mulie, piran tiang pade serioq Pelungguh seduk terus tiang pade aturin Pelungguh medaran?",alkitab_sasak_Mat_25_37,20,general
SASAK_SENT_001409,Atao tiang pade aturin nginem leq waktu Pelungguh bedak?,alkitab_sasak_Mat_25_37,9,general
SASAK_SENT_001410,"Piran endah tiang pade serioq Pelungguh jari dengan pendateng, terus tiang pade aturin Pelungguh nyodoq leq balen tiang pade?",alkitab_sasak_Mat_25_38,19,general
SASAK_SENT_001411,"Piran Pelungguh nenten bekuace, terus tiang pade aturin Pelungguh kuace?",alkitab_sasak_Mat_25_38,10,general
SASAK_SENT_001412,"Piran tiang pade serioq Pelungguh sungkan atao tebui, beterus tiang pade tulung Pelungguh?'",alkitab_sasak_Mat_25_39,13,general
SASAK_SENT_001413,"Raje nike gen bejawab, 'Tiang badaq side: Setetune waktu side pade ngelaksaneang hal nike leq salaq sopoq sanak-sanak Tiang saq paling hine, artine side ngelaksaneang hal nike tipaq Tiang!'",alkitab_sasak_Mat_25_40,29,general
SASAK_SENT_001414,"Beterus Raje nike gen bebase leq dengan-dengan saq araq leq sedi kiri-Ne, 'Lalo leman te, side pade dengan-dengan saq tekutuk!",alkitab_sasak_Mat_25_41,20,general
SASAK_SENT_001415,Pade tame ojok dalem api saq ndeq iniq pedaq saq sampun tesiepang umaq Belis dait malaekat-malaekatne!,alkitab_sasak_Mat_25_41,16,general
SASAK_SENT_001416,"Sengaq sewaktu Tiang lapah, side pade ndeq beng Tiang bekelor; sewaktu Tiang bedak, side pade ndeq beng Tiang nginem.",alkitab_sasak_Mat_25_42,19,general
SASAK_SENT_001417,"Sewaktu Tiang jari dengan pendateng, side pade ndeq beng Tiang nyodoq leq balende.",alkitab_sasak_Mat_25_43,13,general
SASAK_SENT_001418,"Sewaktu Tiang ndeq bekelambi, side pade ndeq beng Tiang kelambi.",alkitab_sasak_Mat_25_43,10,general
SASAK_SENT_001419,Sewaktu Tiang sakit dait tebui side pade ndeq ngerawat Tiang.',alkitab_sasak_Mat_25_43,10,general
SASAK_SENT_001420,"Beterus ie pade gen bejawab, 'Junjungan Saq Mulie, piran tiang pade serioq Pelungguh seduk, atao bedak, atao jari dengan pendateng, atao nenten bekuace atao sungkan dait tebui?",alkitab_sasak_Mat_25_44,27,general
SASAK_SENT_001421,Terus tiang pade nenten tulung Pelungguh?',alkitab_sasak_Mat_25_44,6,general
SASAK_SENT_001422,"Raje nike gen bejawab, 'Tiang badaq side: Leq waktu side pade ndeq mele tulung salaq sopoq dengan saq paling hine niki, artine side pade ndeq mele tulung Tiang.'",alkitab_sasak_Mat_25_45,28,general
SASAK_SENT_001423,Make dengan-dengan nike gen tehukum siq hukuman saq kekel.,alkitab_sasak_Mat_25_46,9,general
SASAK_SENT_001424,"Laguq dengan-dengan saq ngelaksaneang prentah Allah gen tame ojok dalem idup sejati dait kekel.""",alkitab_sasak_Mat_25_46,14,general
SASAK_SENT_001425,"Sewaktu Deside Isa selese ngajahang selapuq hal nike, Ie bemanik leq pengiring-pengiring-Ne,",alkitab_sasak_Mat_26_1,12,general
SASAK_SENT_001426,"""Side pade nenaoq, bahwe karing due jelo Hari Raye Paskah, dait Bije Manusie gen teserahang jari tepakuq leq kayuq salib.""",alkitab_sasak_Mat_26_2,20,general
SASAK_SENT_001427,Waktu nike imam-imam kepale dait pemimpin-pemimpin Yahudi bekumpul leq istane Imam Agung Kayapas.,alkitab_sasak_Mat_26_3,13,general
SASAK_SENT_001428,Ie pade berunding jari bau Deside Isa secare tedoq-tedoq dait nyemateq Ie.,alkitab_sasak_Mat_26_4,12,general
SASAK_SENT_001429,"Laguq ie pade bebase, ""Ndaq laksaneang hal nike waktu dengan-dengan kenyeke ngerayeang Paskah, adeq rakyat ndeq jari biur lantur.""",alkitab_sasak_Mat_26_5,19,general
SASAK_SENT_001430,"Sewaktu Deside Isa kenyeke leq Betania, leq gedeng Simon saq piranan sakit kuste,",alkitab_sasak_Mat_26_6,13,general
SASAK_SENT_001431,"araq sopoq dengan nine parek tipaq Deside Isa, dait jauq sopoq botol pualam berisi minyak sengeh saq mahel.",alkitab_sasak_Mat_26_7,18,general
SASAK_SENT_001432,"Leq waktu Deside Isa melinggih medaran, dengan nine nike nolengang minyak sengeh nike leq sirah Deside Isa.",alkitab_sasak_Mat_26_7,17,general
SASAK_SENT_001433,"Pengiring-pengiring Deside Isa serioq hal nike, terus ie pade jari sili dait bebase, ""Napi manpaatne minyak sengeh nike tesedaq-edaq?""",alkitab_sasak_Mat_26_8,19,general
SASAK_SENT_001434,"""Minyak sengeh nike bau tejual siq aji saq mahel, terus kepengne bau tesedekahang tipaq dengan-dengan miskin!""",alkitab_sasak_Mat_26_9,16,general
SASAK_SENT_001435,"Deside Isa wikan pikiran pengiring-pengiring-Ne, terus Ie bemanik, ""Kembeq side pade piaq dengan nine niki susah?",alkitab_sasak_Mat_26_10,16,general
SASAK_SENT_001436,Ie ngelaksaneang hal saq solah tipaq Tiang.,alkitab_sasak_Mat_26_10,7,general
SASAK_SENT_001437,"Dengan miskin tetep araq leq antare side pade, laguq Tiang niki ndeq seterusne araq bareng kance side pade.",alkitab_sasak_Mat_26_11,18,general
SASAK_SENT_001438,Ie minyakin Tiang siq minyak sengeh nike jari siepang pemakaman Tiang.,alkitab_sasak_Mat_26_12,11,general
SASAK_SENT_001439,"Tiang badaq side: Setetune leq seantero dunie, leq mbe juaq Kabar Solah leman Allah tesiarang, perbuatan dengan nine niki gen teceriteang endah jari nginget ie.""",alkitab_sasak_Mat_26_13,25,general
SASAK_SENT_001440,"Beterus salaq sopoq leman kedue olas pengiring-pengiring Deside Isa, saq aranne Yudas Iskariot, lumbar ojok imam-imam kepale.",alkitab_sasak_Mat_26_14,17,general
SASAK_SENT_001441,"Yudas bebase leq imam-imam kepale nike, ""Napi saq side pade gen icanin tiang lamun tiang serahang Deside Isa tipaq side pade?"" Terus imam-imam kepale nike ngerekeng telung dase kepeng perak, dait serahangne kepeng nike leq Yudas.",alkitab_sasak_Mat_26_15,36,general
SASAK_SENT_001442,Mulai leman waktu nike Yudas berusahe boyaq kesempatan jari behianat leq Deside Isa.,alkitab_sasak_Mat_26_16,13,general
SASAK_SENT_001443,"Leq jelo penembeq Perayaan Ruti Ndeq Beragi, pengiring-pengiring Deside Isa parek leq Ie, dait metaken, ""Leq mbe Pelungguh kayun adeq tiang pade siepang Pelungguh keloran Paskah?""",alkitab_sasak_Mat_26_17,26,general
SASAK_SENT_001444,"Jawab Deside Isa, ""Pade lumbar ojok sopoq dengan leq kote, terus sampeang leq ie, 'Manik Guru tiang, sampun waktune Tiang gen ngerayeang Paskah leq balende bareng kance pengiring-pengiring Tiang.'""",alkitab_sasak_Mat_26_18,29,general
SASAK_SENT_001445,Pengiring-pengiring-Ne ngelaksaneang napi saq temanikang siq Deside Isa.,alkitab_sasak_Mat_26_19,8,general
SASAK_SENT_001446,Ie pade siepang keloran Paskah nike.,alkitab_sasak_Mat_26_19,6,general
SASAK_SENT_001447,"Sesampun kekelem, Deside Isa dait kedue olas pengiring-Ne melinggih medaran keloran Paskah.",alkitab_sasak_Mat_26_20,12,general
SASAK_SENT_001448,"Sewaktu ie pade kenyeke medaran, Deside Isa bemanik, ""Tiang badaq side: Setetune salaq sopoq leq antare side pade gen behianat leq Tiang.""",alkitab_sasak_Mat_26_21,22,general
SASAK_SENT_001449,"Sewaktu pengiring-pengiring Deside Isa dengah hal nike, ie pade jari aseq gati, beterus sopoq-sopoq mulai metaken leq Deside Isa, ""Junjungan Saq Mulie, pasti ndeqne tiang saq temaksut nike?""",alkitab_sasak_Mat_26_22,28,general
SASAK_SENT_001450,"Jawab Deside Isa, ""Dengan saq bareng-bareng kance Tiang celep ruti leq dalem jembung, ie saq gen behianat leq Tiang.",alkitab_sasak_Mat_26_23,19,general
SASAK_SENT_001451,Mule Bije Manusie gen ninggal maraq saq tetulis leq Kitab Suci.,alkitab_sasak_Mat_26_24,11,general
SASAK_SENT_001452,Laguq celake gati dengan saq behianat leq Bije Manusie nike!,alkitab_sasak_Mat_26_24,10,general
SASAK_SENT_001453,"Solahan dengan nike ndeq tebijeang!""",alkitab_sasak_Mat_26_24,5,general
SASAK_SENT_001454,"Beterus Yudas saq behianat nike bejawab, ""Pasti ndeqne tiang saq Guru maksut nike?"" Jawab Deside Isa, ""Maraq nike basende!""",alkitab_sasak_Mat_26_25,19,general
SASAK_SENT_001455,"Sewaktu ie pade medaran, Deside Isa bait ruti, beterus ngucapang do'e syukur.",alkitab_sasak_Mat_26_26,12,general
SASAK_SENT_001456,"Sesampun nike, peleng-peleng-Ne ruti nike siq gading-Ne terus teicanin tipaq pengiring-pengiring-Ne, dait bemanik, ""Silaq bait, terus kelorang; niki ragen Tiang.""",alkitab_sasak_Mat_26_26,20,general
SASAK_SENT_001457,"Sesampun nike, Deside Isa bait sopoq cawan saq berisi anggur.",alkitab_sasak_Mat_26_27,10,general
SASAK_SENT_001458,"Ie ngucapang do'e syukur tipaq Allah, terus ngicanin cawan nike leq pengiring-pengiring-Ne, sambil bemanik, ""Silaq selapuqde pade nginem leman cawan niki.",alkitab_sasak_Mat_26_27,21,general
SASAK_SENT_001459,Sengaq niki daraq Tiang saq ngesahang perjanjian Allah -- daraq saq tetumpahang tipaq dengan luweq adeq dose-dose ie pade teampunin siq Allah.,alkitab_sasak_Mat_26_28,22,general
SASAK_SENT_001460,"Tiang endah badaq side: Tiang ndeq gen nginem anggur niki malik jangke dateng waktune Tiang gen nginem anggur saq baru bareng kance side pade dalem Kerajaan Bapa Tiang.""",alkitab_sasak_Mat_26_29,28,general
SASAK_SENT_001461,Beterus ie pade nyanyiang lagu pujian.,alkitab_sasak_Mat_26_30,6,general
SASAK_SENT_001462,Sesampun nike ie pade lumbar ojok Bukit Zaitun.,alkitab_sasak_Mat_26_30,8,general
SASAK_SENT_001463,"Beterus Deside Isa bemanik leq pengiring-pengiring-Ne, ""Kelem niki endah side pade gen pelai bilin Tiang.",alkitab_sasak_Mat_26_31,15,general
SASAK_SENT_001464,"Sengaq leq Kitab Suci tetulis: Allah bemanik, 'Tiang gen nyemateq pengarat nike, dait selapuq dombe-dombene gen bekelin sopoq kance saq lain.'",alkitab_sasak_Mat_26_31,21,general
SASAK_SENT_001465,"Laguq sesampun Tiang idup malik, Tiang gen senjuluq side pade ojok Galilea.""",alkitab_sasak_Mat_26_32,12,general
SASAK_SENT_001466,"Petrus matur leq Deside Isa, ""Timaq selapuqne bilin Pelungguh, tiang nenten!""",alkitab_sasak_Mat_26_33,11,general
SASAK_SENT_001467,"Jawab Deside Isa leq Petrus, ""Tiang badaq side: Setetune kelem niki endah, sendeqman manuk ngungkung, side sampun telu kali nilas Tiang.""",alkitab_sasak_Mat_26_34,21,general
SASAK_SENT_001468,"Laguq jawab Petrus, ""Timaq tiang harus mate bareng kance Pelungguh, tiang nenten gen nilas Pelungguh!"" Dait selapuq pengiring saq lain endah matur maraq nike.",alkitab_sasak_Mat_26_35,24,general
SASAK_SENT_001469,"Sesampun nike, Deside Isa lumbar kance pengiring-pengiring-Ne ojok sopoq taoq aranne Getsemani.",alkitab_sasak_Mat_26_36,12,general
SASAK_SENT_001470,"Leq derike Deside Isa bemanik leq pengiring-pengiring-Ne, ""Tokol leq deriki, waktu Tiang lalo bedo'e leq derike.""",alkitab_sasak_Mat_26_36,16,general
SASAK_SENT_001471,Beterus Deside Isa tenaq Petrus dait kedue bije Zebedeus lumbar bareng kance Ie.,alkitab_sasak_Mat_26_37,13,general
SASAK_SENT_001472,Deside Isa mulai beridap osah dait aseq.,alkitab_sasak_Mat_26_37,7,general
SASAK_SENT_001473,"Deside Isa bemanik leq pengiring-pengiring-Ne nike, ""Angen Tiang sedih gati, idapne maraq gen mate doang.",alkitab_sasak_Mat_26_38,15,general
SASAK_SENT_001474,"Ndot leq deriki, dait bejage-jage bareng Tiang.""",alkitab_sasak_Mat_26_38,7,general
SASAK_SENT_001475,"Sesampun nike Deside Isa margi jaoqan sekediq, terus Ie sujut leq tanaq dait bedo'e, ""Bapa, lamun bau, bait cawan penderitean niki leman Tiang laguq sampunang menurut kemeleq Tiang, laguq menurut pekayunan Bapa.""",alkitab_sasak_Mat_26_39,32,general
SASAK_SENT_001476,"Sesampun nike, Deside Isa tulak ojok taoq ketelu pengiring-Ne terus ie pade tedait kenyeke tindoq.",alkitab_sasak_Mat_26_40,15,general
SASAK_SENT_001477,"Deside Isa bemanik leq Petrus, ""Cume sejam doang side pade ndeq sanggup bejage kance Tiang?",alkitab_sasak_Mat_26_40,15,general
SASAK_SENT_001478,"Bejage-jage dait bedo'e, adeq side pade ndeq ngalamin cobe.",alkitab_sasak_Mat_26_41,9,general
SASAK_SENT_001479,"Mule roh side mele ngelaksaneang saq kenaq, laguq side pade ndeq sanggup sengaq awakde nike lemah.""",alkitab_sasak_Mat_26_41,16,general
SASAK_SENT_001480,"Karing sekali Deside Isa lumbar bedo'e, manik-Ne, ""Bapa, lamun cawan penderitean niki harus Tiang terimaq, menengang pekayunan Bapa saq telaksane.""",alkitab_sasak_Mat_26_42,20,general
SASAK_SENT_001481,"Sesampun nike Deside Isa tulak, terus dait-Ne malik pengiring-pengiring-Ne masih tindoq, sengaq ie pade ngantok gati.",alkitab_sasak_Mat_26_43,16,general
SASAK_SENT_001482,Deside Isa lumbar bilin ie pade terus bedo'e saq ketelu kaline dait ngucapang do'e saq pade.,alkitab_sasak_Mat_26_44,16,general
SASAK_SENT_001483,"Sesampun nike Deside Isa tulak malik tipaq pengiring-pengiring-Ne, dait bemanik, ""Napi side pade masih tindoq dait mentelah?",alkitab_sasak_Mat_26_45,17,general
SASAK_SENT_001484,"Silaq pade serioq, sampun wayene Bije Manusie teserahang ojok ime dengan-dengan bedose.",alkitab_sasak_Mat_26_45,12,general
SASAK_SENT_001485,Silaq ite lumbar!,alkitab_sasak_Mat_26_46,3,general
SASAK_SENT_001486,Pade serioq!,alkitab_sasak_Mat_26_46,2,general
SASAK_SENT_001487,"Dengan saq behianat leq Tiang sampun dateng!""",alkitab_sasak_Mat_26_46,7,general
SASAK_SENT_001488,"Sewaktu Deside Isa masih bebaos, Yudas, salaq sopoq leman kedue olas pengiring-Ne nike dateng.",alkitab_sasak_Mat_26_47,14,general
SASAK_SENT_001489,Bareng kance Yudas araq endah dengan luweq jauq klewang dait gegitik.,alkitab_sasak_Mat_26_47,11,general
SASAK_SENT_001490,Ie pade tesuruq siq imam-imam kepale dait pemimpin-pemimpin Yahudi.,alkitab_sasak_Mat_26_47,9,general
SASAK_SENT_001491,"Penghianat nike sampun badaq tande niki tipaq ie pade, ""Dengan saq tiang siduk, Ie uwah denganne.",alkitab_sasak_Mat_26_48,16,general
SASAK_SENT_001492,"Sesampun dateng leq taoq nike, Yudas, langsung ojok Deside Isa dait matur, ""Salam Bapaq Guru!"" Terus ie siduk Deside Isa.",alkitab_sasak_Mat_26_49,20,general
SASAK_SENT_001493,"Jawab Deside Isa, ""Semeton, napi maksutde dateng ojok deriki?"" Beterus dengan luweq nike maju dait bau Deside Isa.",alkitab_sasak_Mat_26_50,18,general
SASAK_SENT_001494,"Salaq sopoq dengan leman dengan-dengan saq bareng Deside Isa seret klewangne, terus ngerantek pelayan Imam Agung jangke pegat kentokne.",alkitab_sasak_Mat_26_51,19,general
